First,Last,Player,Team,Season,Min,Pos,Shots,SoT,Dist,Solo,Goals,xG,xPlace,G-xG,KeyP,Dist.key,Assts,xA,A-xA,xG+xA,xG/shot,xA/pass,G-xG/shot,A-xA/pass,Team/96,Min/96,Pos/96,Shots/96,SoT/96,Goals/96,xG/96,xPlace/96,G-xG/96,KeyP/96,Assts/96,xA/96,A-xA/96,xG+xA/96,extreme1,extreme2,plotnames
Kaka,Kaka,Kaka,ORL,2016,2069,A,62,29,20.28860996,0.387096774,9,9.255,1.562414079,-0.255474833,48,17.62366877,9,6.229048459,2.770951541,15.48452329,0.149281852,0.129771843,-0.004120562,0.057728157,ORL,2069,A,2.876752054,1.345577574,0.41759304,0.429446875,0.072494805,-0.011853835,2.227162881,0.41759304,0.289023031,0.128570009,0.718469906,1880,1852,Kaka 2016
Hector,Villalba,Hector Villalba,ATL,2017,2827,A,87,44,22.16201398,0.275862069,13,9.366,3.178722606,3.634363406,42,19.32857577,9,6.04670251,2.95329749,15.4123391,0.107650995,0.143969107,0.041774292,0.070316607,ATL,2827,A,2.954368589,1.494163424,0.441457375,0.318040719,0.107943888,0.123416656,1.426246905,0.305624337,0.205335494,0.100288843,0.523376213,1881,1925,Villalba 2017
Quincy,Amarikwa,Quincy Amarikwa,"CHI, SJE",2015,2302,F,77,24,18.71191496,0.207792208,6,10.481,-2.735404803,-4.481382078,38,20.35670635,5,4.834340298,0.165659702,15.31572238,0.136121845,0.127219482,-0.058199767,0.004359466,"CHI, SJE",2302,F,3.211120765,1.00086881,0.250217202,0.437103684,-0.114074223,-0.186886481,1.584708949,0.208514335,0.201605851,0.006908485,0.638709534,1905,1733,Amarikwa 2015
Joao,Plata,Joao Plata,RSL,2016,2606,F,77,32,20.01366323,0.311688312,9,10.001,0.65763788,-1.000524975,59,18.58205677,8,5.305329388,2.694670612,15.30585436,0.129876948,0.089920837,-0.012993831,0.045672383,RSL,2606,F,2.836531082,1.178818112,0.331542594,0.368399999,0.024226108,-0.036857405,2.173445894,0.294704528,0.195438074,0.099266454,0.563838073,1896,1842,Plata 2016
David,Accam,David Accam,CHI,2017,2250,A,66,36,19.81478491,0.287878788,14,9.631,1.321163568,4.368578549,43,16.53179581,6,5.651038086,0.348961914,15.28245954,0.145930628,0.13141949,0.066190584,0.008115393,CHI,2250,A,2.816,1.536,0.597333333,0.410940649,0.056369646,0.186392685,1.834666667,0.256,0.241110958,0.014889042,0.652051607,1883,1931,Accam 2017
Clint,Dempsey,Clint Dempsey,SEA,2015,1819,F,61,27,18.48447523,0.327868852,10,10.222,0.384914163,-0.221846712,29,18.56795833,9,5.052368116,3.947631884,15.27421483,0.167571258,0.17421959,-0.003636831,0.136125237,SEA,1819,F,3.219351292,1.424958769,0.527762507,0.539470745,0.020314326,-0.011708238,1.53051127,0.474986256,0.266645046,0.20834121,0.806115791,1899,1873,Dempsey 2015
Octavio,Rivero,Octavio Rivero,VAN,2015,2898,F,101,41,17.97416959,0.118811881,10,11.903,-1.141033735,-1.902893649,39,23.47728124,3,3.321620254,-0.321620254,15.2245139,0.117850432,0.08516975,-0.018840531,-0.008246673,VAN,2898,F,3.345755694,1.358178054,0.33126294,0.394298754,-0.037798219,-0.063035814,1.291925466,0.099378882,0.110032969,-0.010654087,0.504331723,1923,1859,Rivero 2015
Valeri,Qazaishvili,Valeri Qazaishvili,SJE,2018,2863,M,110,35,23.22064469,0.218181818,10,10.333,0.906736647,-0.333032195,54,20.01409556,4,4.784110861,-0.784110861,15.11714306,0.093936656,0.088594646,-0.003027565,-0.014520572,SJE,2863,M,3.688438701,1.173594132,0.335312609,0.346479599,0.030404023,-0.011166989,1.810688089,0.134125044,0.16041727,-0.026292226,0.506896868,1901,1865,Qazaishvili 2018
Federico,Higuain,Federico Higuain,CLB,2018,2488,A,53,16,22.92262554,0.320754717,6,6.487,-1.618347606,-0.486843205,90,19.22150173,6,8.601934692,-2.601934692,15.0887779,0.122393268,0.095577052,-0.009185721,-0.028910385,CLB,2488,A,2.045016077,0.617363344,0.231511254,0.250296201,-0.062444281,-0.018784947,3.47266881,0.231511254,0.331907448,-0.100396194,0.582203649,1788,1742,Higuain 2018
Luciano,Acosta,Luciano Acosta,DCU,2018,2920,A,60,22,20.93000984,0.2,10,6.379,0.905469682,3.620523067,61,18.92014663,15,8.657613463,6.342386537,15.0370904,0.106324616,0.14192809,0.060342051,0.10397355,DCU,2920,A,1.97260274,0.723287671,0.328767123,0.209736228,0.029768866,0.119030895,2.005479452,0.493150685,0.284633867,0.208516818,0.494370095,1783,1862,Acosta 2018
Daniel,Royer,Daniel Royer,NYRB,2018,2155,A,72,31,17.59133951,0.152777778,11,12.443,0.130154686,-1.442822726,18,20.7415308,2,2.269671989,-0.269671989,14.71249472,0.172816982,0.126092888,-0.020039205,-0.014981777,NYRB,2155,A,3.207424594,1.380974478,0.490023202,0.554297439,0.005798074,-0.064274237,0.801856148,0.089095128,0.101108358,-0.01201323,0.655405797,1930,1897,Royer 2018
Alberth,Elis,Alberth Elis,HOU,2017,1737,F,71,27,17.59462794,0.056338028,10,9.796,0.243376025,0.203654053,24,17.26186063,3,4.901913931,-1.901913931,14.69825988,0.137976703,0.204246414,0.002868367,-0.079246414,HOU,1737,F,3.924006908,1.492227979,0.552677029,0.541421538,0.013450834,0.011255492,1.32642487,0.165803109,0.270917523,-0.105114414,0.812339061,1891,1867,Elis 2017
Chris,Wondolowski,Chris Wondolowski,SJE,2018,2455,F,58,21,15.34749665,0.206896552,10,11.531,-0.956324254,-1.531240312,19,20.66806746,5,3.062106209,1.937893791,14.59334652,0.198814488,0.161163485,-0.026400695,0.10199441,SJE,2455,F,2.26802444,0.821181263,0.391038697,0.450916118,-0.037395979,-0.059877422,0.742973523,0.195519348,0.119740202,0.075779146,0.57065632,1917,1872,Wondolowski 2018
Giovani,dos Santos,Giovani dos Santos,LAG,2016,2471,A,63,31,20.72448441,0.317460317,14,8.539,4.744526225,5.461119333,42,18.08044566,4,6.021628784,-2.021628784,14.56050945,0.135537788,0.143372114,0.086684434,-0.048134019,LAG,2471,A,2.447592068,1.2043707,0.543909348,0.331741216,0.184328012,0.212168133,1.631728045,0.155402671,0.233944299,-0.078541628,0.565685515,1866,1935,Santos 2016
Mauro,Diaz,Mauro Diaz,FCD,2015,2043,A,49,17,23.7401549,0.428571429,8,7.072,-0.905116796,0.927566791,57,17.39288071,8,7.354288097,0.645711903,14.42672131,0.144335372,0.129022598,0.018929935,0.011328279,FCD,2043,A,2.302496329,0.798825257,0.375917768,0.332331663,-0.042531186,0.043586105,2.678414097,0.375917768,0.345575946,0.030341822,0.677907609,1821,1813,Diaz 2015
Mauro,Diaz,Mauro Diaz,FCD,2016,2254,A,47,14,27.22534694,0.361702128,5,5.148,-0.465732429,-0.147780132,77,17.89065773,10,9.274620276,0.725379724,14.42240041,0.109527237,0.120449614,-0.003144258,0.009420516,FCD,2254,A,2.001774623,0.596273292,0.212954747,0.219248843,-0.019835986,-0.006294096,3.279503106,0.425909494,0.395014883,0.030894611,0.614263726,1731,1721,Diaz 2016
Miguel,Almiron,Miguel Almiron,ATL,2017,2523,A,85,36,23.23531746,0.294117647,9,7.941,1.23862548,1.058560427,51,19.38259163,8,6.466394511,1.533605489,14.40783408,0.093428701,0.126792049,0.012453652,0.030070696,ATL,2523,A,3.234244946,1.36979786,0.342449465,0.302171304,0.047129626,0.040278161,1.940546968,0.304399524,0.246045927,0.058353598,0.54821723,1847,1853,Almiron 2017
Federico,Higuain,Federico Higuain,CLB,2015,2837,A,73,28,22.660972,0.438356164,8,7.595,0.383452777,0.405456483,76,18.21360902,5,6.808464332,-1.808464332,14.40300785,0.104034843,0.089585057,0.005554198,-0.023795583,CLB,2837,A,2.470215016,0.947479732,0.270708495,0.256988431,0.012975491,0.013720064,2.571730701,0.169192809,0.230388641,-0.061195832,0.487377072,1835,1831,Higuain 2015
Sacha,Kljestan,Sacha Kljestan,NYRB,2017,2742,A,41,11,25.32889629,0.390243902,2,2.762,0.232563503,-0.762430183,111,16.41185595,9,11.63668826,-2.636688256,14.39911844,0.067376346,0.104835029,-0.018595858,-0.023753948,NYRB,2742,A,1.435448578,0.38512035,0.070021882,0.09671528,0.008142267,-0.026693398,3.886214442,0.315098468,0.407411405,-0.092312937,0.504126685,1517,1451,Kljestan 2017
Albert,Rusnak,Albert Rusnak,RSL,2018,2781,A,67,29,23.23212162,0.28358209,10,8.283,0.52185112,1.71674487,74,20.56972373,5,6.08646618,-1.08646618,14.36972131,0.123630674,0.082249543,0.025623058,-0.014681975,RSL,2781,A,2.312837109,1.001078749,0.345199569,0.28593761,0.018014278,0.059261959,2.554476807,0.172599784,0.21010455,-0.037504766,0.49604216,1856,1868,Rusnak 2018
Kaka,Kaka,Kaka,ORL,2015,2559,A,56,21,21.70968388,0.392857143,9,8.752,0.450700413,0.247636407,54,19.60886322,6,5.551356052,0.448643948,14.30371965,0.156292207,0.10280289,0.004422079,0.008308221,ORL,2559,A,2.100820633,0.787807737,0.337631887,0.328341893,0.01690787,0.009289994,2.025791325,0.225087925,0.208257202,0.016830723,0.536599096,1869,1857,Kaka 2015
Alejandro,Romero Gamarra,Alejandro Romero Gamarra,NYRB,2018,2537,A,53,23,22.29249996,0.509433962,6,7.174,1.546261916,-1.174270983,55,18.13015086,10,6.968309018,3.031690982,14.14258,0.135363603,0.126696528,-0.022156056,0.055121654,NYRB,2537,A,2.005518329,0.870319275,0.227039811,0.271474188,0.058510502,-0.044434377,2.081198266,0.378399685,0.263680593,0.114719091,0.535154781,1822,1735,Gamarra 2018
Obafemi,Martins,Obafemi Martins,SEA,2015,1906,F,42,28,15.22733983,0.119047619,15,10.454,4.536603346,4.545501953,20,17.70956104,4,3.668822932,0.331177068,14.12332098,0.24891662,0.183441147,0.108226237,0.016558853,SEA,1906,F,2.115424974,1.410283316,0.755508919,0.526564435,0.228496286,0.228944485,1.007345226,0.201469045,0.184788563,0.016680482,0.711352998,1904,1937,Martins 2015
Josef,Martinez,Josef Martinez,ATL,2017,1588,F,67,30,15.62004242,0.164179104,19,12.904,1.650430058,6.095516389,13,21.480533,1,1.193425466,-0.193425466,14.09790908,0.192604233,0.091801959,0.090977857,-0.014878882,ATL,1588,F,4.050377834,1.813602015,1.14861461,0.780119916,0.099774109,0.368494694,0.785894207,0.060453401,0.072146628,-0.011693227,0.852266544,1932,1958,Martinez 2017
Lee,Nguyen,Lee Nguyen,NER,2016,3048,A,68,29,23.95061932,0.411764706,6,7.238,0.122571477,-1.238228783,83,19.56211831,4,6.836107949,-2.836107949,14.07433673,0.106444541,0.082362746,-0.018209247,-0.034169975,NER,3048,A,2.141732283,0.913385827,0.188976378,0.22797571,0.003860519,-0.038999332,2.614173228,0.125984252,0.215310487,-0.089326235,0.443286196,1824,1768,Nguyen 2016
Cyle,Larin,Cyle Larin,ORL,2016,2588,F,73,33,15.70533011,0.054794521,14,11.608,3.402509571,2.392179636,21,19.5159216,3,2.453431142,0.546568858,14.06125151,0.159011238,0.116830054,0.032769584,0.026027088,ORL,2588,F,2.707882535,1.224111283,0.519319938,0.430583754,0.126213647,0.088736184,0.778979907,0.111282844,0.091008265,0.020274579,0.521592019,1921,1933,Larin 2016
Sacha,Kljestan,Sacha Kljestan,NYRB,2016,2770,A,40,19,20.89589338,0.375,6,4.499,1.004341817,1.500753472,105,16.08484051,16,9.528971683,6.471028317,14.02821821,0.112481163,0.090752111,0.037518837,0.061628841,NYRB,2770,A,1.386281588,0.658483755,0.207942238,0.155930566,0.034807514,0.052011673,3.63898917,0.554512635,0.33024595,0.224266685,0.486176516,1681,1738,Kljestan 2016
Justin,Meram,Justin Meram,CLB,2016,2694,A,76,27,20.24655748,0.171052632,5,7.385,0.029761071,-2.385004916,47,17.5156363,10,6.640381309,3.359618691,14.02538622,0.097171117,0.141284709,-0.031381644,0.071481249,CLB,2694,A,2.708240535,0.962138085,0.178173719,0.263162759,0.001060528,-0.084989039,1.674832962,0.356347439,0.236628287,0.119719152,0.499791046,1830,1720,Meram 2016
Dominic,Dwyer,Dominic Dwyer,"SKC, ORL",2017,2359,F,73,36,16.7974738,0.178082192,9,10.376,0.832282145,-1.375925737,23,19.99796127,4,3.632911056,0.367088944,14.00883679,0.142135969,0.157952655,-0.018848298,0.015960389,"SKC, ORL",2359,F,2.970750318,1.465027554,0.366256889,0.422250475,0.033869897,-0.055993587,0.935989826,0.162780839,0.147842078,0.014938762,0.570092553,1903,1844,Dwyer 2017
Romain,Alessandrini,Romain Alessandrini,LAG,2018,2012,A,64,24,23.68088153,0.296875,11,5.719,1.267292956,5.281102821,47,11.57952764,8,8.287656033,-0.287656033,14.00655321,0.089357768,0.176333107,0.082517232,-0.006120341,LAG,2012,A,3.053677932,1.145129225,0.524850895,0.272869846,0.060467258,0.251981049,2.242544732,0.381709742,0.39543488,-0.013725139,0.668304726,1751,1892,Alessandrini 2018
Julian,Gressel,Julian Gressel,ATL,2018,3149,M,65,21,22.08486778,0.215384615,4,5.143,-0.735218345,-1.142933928,59,17.42022655,12,8.805074526,3.194925474,13.94800845,0.07912206,0.149238551,-0.017583599,0.054151279,ATL,3149,M,1.981581454,0.640203239,0.121943474,0.156786808,-0.02241377,-0.034843333,1.798666243,0.365830422,0.268430344,0.097400078,0.425217152,1730,1657,Gressel 2018
Teal,Bunbury,Teal Bunbury,NER,2018,2698,F,68,32,16.17168451,0.220588235,11,11.537,0.418412134,-0.536982831,29,21.3139817,2,2.403020039,-0.403020039,13.94000287,0.169661512,0.08286276,-0.007896806,-0.013897243,NER,2698,F,2.419570052,1.138621201,0.391401038,0.410507914,0.014887904,-0.019106876,1.031875463,0.071163825,0.085504049,-0.014340224,0.496011963,1919,1893,Bunbury 2018
Fanendo,Adi,Fanendo Adi,POR,2017,2000,F,69,30,16.12636939,0.188405797,10,11.974,-1.528658016,-1.97351865,25,22.05928554,2,1.936270737,0.063729263,13.90978939,0.173529256,0.077450829,-0.02860172,0.002549171,POR,2000,F,3.312,1.44,0.48,0.574728895,-0.073375585,-0.094728895,1.2,0.096,0.092940995,0.003059005,0.667669891,1924,1882,Adi 2017
Kei,Kamara,Kei Kamara,NER,2017,2484,F,88,35,18.74411902,0.227272727,12,9.711,0.861994379,2.289177812,25,19.03824742,4,4.132876692,-0.132876692,13.84369888,0.110350252,0.165315068,0.026013384,-0.005315068,NER,2484,F,3.400966184,1.352657005,0.463768116,0.375297476,0.033313792,0.08847064,0.966183575,0.154589372,0.159724703,-0.005135331,0.535022179,1888,1918,Kamara 2017
Yura,Movsisyan,Yura Movsisyan,RSL,2016,2270,F,68,28,17.47420274,0.235294118,9,11.484,-1.635924862,-2.483900015,21,19.12456726,3,2.342213145,0.657786855,13.82611316,0.168880883,0.111533959,-0.036527941,0.031323184,RSL,2270,F,2.875770925,1.184140969,0.38061674,0.485662732,-0.069184488,-0.105045992,0.888105727,0.126872247,0.099053948,0.027818299,0.58471668,1916,1850,Movsisyan 2016
Justin,Meram,Justin Meram,CLB,2017,2685,A,61,27,19.99187716,0.131147541,13,8.242,1.220899427,4.758448398,46,19.36654231,5,5.574263512,-0.574263512,13.81581511,0.135107403,0.121179642,0.078007351,-0.012483989,CLB,2685,A,2.181005587,0.965363128,0.464804469,0.294670001,0.04365227,0.170134468,1.644692737,0.17877095,0.199303276,-0.020532327,0.493973278,1855,1919,Meram 2017
Daniel,Salloi,Daniel Salloi,SKC,2018,2457,F,78,30,20.79961569,0.153846154,11,8.484,2.130902769,2.51637025,40,21.05737076,7,5.324704508,1.675295492,13.80833426,0.108764484,0.133117613,0.032261157,0.041882387,SKC,2457,F,3.047619048,1.172161172,0.42979243,0.331472713,0.083258716,0.098319717,1.562881563,0.273504274,0.208047063,0.065457211,0.539519776,1863,1891,Salloi 2018
Cristian,Penilla,Cristian Penilla,NER,2018,2991,A,95,37,21.31118839,0.284210526,12,7.92,1.315776513,4.080443496,43,19.09591946,7,5.824832564,1.175167436,13.74438907,0.083363753,0.135461222,0.042952037,0.027329475,NER,2991,A,3.049147442,1.187562688,0.385155466,0.254188373,0.042231543,0.130967093,1.380140421,0.224674022,0.186955509,0.037718513,0.441143882,1844,1900,Penilla 2018
Borek,Dockal,Borek Dockal,PHI,2018,2460,A,44,19,23.79318059,0.318181818,5,4.531,0.752268057,0.46902508,84,18.46967167,12,9.185743599,2.814256401,13.71671852,0.102976703,0.10935409,0.010659661,0.033503052,PHI,2460,A,1.717073171,0.741463415,0.195121951,0.176818533,0.029356802,0.018303418,3.27804878,0.468292683,0.358468043,0.10982464,0.535286576,1683,1688,Dockal 2018
Danny,Hoesen,Danny Hoesen,SJE,2018,2622,F,83,33,18.62783976,0.13253012,12,10.076,-0.005725664,1.92379254,36,22.371739,3,3.63491611,-0.63491611,13.71112357,0.12140009,0.100969892,0.023178223,-0.017636559,SJE,2622,F,3.038901602,1.208237986,0.439359268,0.368922928,-0.000209635,0.07043634,1.318077803,0.109839817,0.133086173,-0.023246356,0.502009101,1898,1904,Hoesen 2018
Ethan,Finlay,Ethan Finlay,CLB,2015,2890,A,53,28,17.34023223,0.150943396,12,8.162,1.203929189,3.837829763,36,16.41642447,11,5.449206045,5.550793955,13.61137628,0.154003212,0.151366835,0.072411882,0.154188721,CLB,2890,A,1.760553633,0.930103806,0.398615917,0.271130914,0.039992111,0.127485003,1.195847751,0.365397924,0.181011689,0.184386235,0.452142603,1852,1914,Finlay 2015
Didier,Drogba,Didier Drogba,MTL,2016,1744,F,90,34,24.71344247,0.411111111,10,9.897,0.751325568,0.102563259,35,19.7675185,3,3.702250457,-0.702250457,13.5996872,0.109971519,0.105778584,0.001139592,-0.020064299,MTL,1744,F,4.95412844,1.871559633,0.550458716,0.544813032,0.041357371,0.005645684,1.926605505,0.165137615,0.203793603,-0.038655988,0.748606635,1894,1885,Drogba 2016
Ignacio,Piatti,Ignacio Piatti,MTL,2017,2512,F,74,37,25.00235277,0.337837838,17,9.614,3.134570738,7.385510239,46,19.78073034,5,3.982592229,1.017407771,13.59708199,0.129925537,0.086578092,0.099804192,0.02211756,MTL,2512,F,2.828025478,1.414012739,0.649681529,0.36743273,0.119792512,0.282248799,1.757961783,0.191082803,0.152200977,0.038881826,0.519633707,1882,1949,Piatti 2017
Javier,Morales,Javier Morales,RSL,2015,2257,M,50,19,24.59646455,0.6,8,6.34,-0.078839685,1.659775097,83,19.4738555,9,7.256383657,1.743616343,13.59660856,0.126804498,0.087426309,0.033195502,0.021007426,RSL,2257,M,2.126716881,0.808152415,0.340274701,0.269677267,-0.003353394,0.070597434,3.530350022,0.382809039,0.308645472,0.074163566,0.578322739,1782,1818,Morales 2015
Ignacio,Piatti,Ignacio Piatti,MTL,2015,2294,A,60,28,21.17111404,0.283333333,9,8.533,1.511045805,0.46657397,53,21.84461303,7,4.916367705,2.083632295,13.44979373,0.142223767,0.092761655,0.007776233,0.039313817,MTL,2294,A,2.510897995,1.171752398,0.376634699,0.357109372,0.063234698,0.019525327,2.217959895,0.292938099,0.20574163,0.087196469,0.562851002,1865,1855,Piatti 2015
Sacha,Kljestan,Sacha Kljestan,ORL,2018,2672,A,47,17,21.28872829,0.361702128,6,7.035,-0.220070664,-1.034729427,74,21.51819479,5,6.374897991,-1.374897991,13.40962742,0.149675094,0.08614727,-0.02201552,-0.018579703,ORL,2672,A,1.688622754,0.610778443,0.215568862,0.25274477,-0.00790673,-0.037175908,2.658682635,0.179640719,0.229038251,-0.049397533,0.481783021,1819,1756,Kljestan 2018
Maximiliano,Urruti,Maximiliano Urruti,FCD,2017,2885,F,102,38,20.55596081,0.31372549,12,9.8,-0.828911055,2.199913374,32,20.12700672,4,3.517357454,0.482642546,13.31744408,0.096079281,0.10991742,0.021567778,0.01508258,FCD,2885,F,3.394107452,1.264471404,0.399306759,0.326103402,-0.027582482,0.073203357,1.064818024,0.133102253,0.11704205,0.016060203,0.443145453,1892,1913,Urruti 2017
Lee,Nguyen,Lee Nguyen,NER,2015,2836,A,82,29,23.90990422,0.231707317,7,8.205,-0.497889668,-1.205002118,47,19.11968693,8,5.093150883,2.906849117,13.298153,0.100061001,0.108364912,-0.014695148,0.061847854,NER,2836,A,2.77574048,0.981664316,0.236953456,0.277743372,-0.016853811,-0.040789917,1.590973202,0.270803949,0.172405672,0.098398278,0.450149044,1853,1789,Nguyen 2015
Kevin,Molino,Kevin Molino,MIN,2017,2634,A,46,16,17.62614852,0.304347826,7,8.296,0.267298144,-1.296031966,47,18.43511413,9,4.996694313,4.003305687,13.29272628,0.180348521,0.106312645,-0.028174608,0.085176717,MIN,2634,A,1.676537585,0.583143508,0.255125285,0.302361074,0.009742074,-0.047235789,1.712984055,0.328018223,0.182111866,0.145906358,0.48447294,1857,1784,Molino 2017
Albert,Rusnak,Albert Rusnak,RSL,2017,2723,A,86,28,26.83045275,0.244186047,7,5.596,-0.042509696,1.403607348,98,19.24298265,12,7.677914932,4.322085068,13.27430758,0.065074333,0.078346071,0.016321016,0.044102909,RSL,2723,A,3.031950055,0.98714653,0.246786632,0.197302128,-0.001498689,0.049484504,3.455012853,0.423062798,0.270686681,0.152376117,0.467988809,1745,1781,Rusnak 2017
Miguel,Ibarra,Miguel Ibarra,MIN,2018,2896,A,38,18,17.05236395,0.342105263,7,6.115,-0.028595486,0.885491304,44,17.39268014,7,7.159403968,-0.159403968,13.27391266,0.160908124,0.162713727,0.023302403,-0.003622817,MIN,2896,A,1.259668508,0.596685083,0.232044199,0.202690896,-0.000947917,0.029353303,1.458563536,0.232044199,0.237328308,-0.005284109,0.440019204,1772,1775,Ibarra 2018
C.J.,Sapong,C.J. Sapong,PHI,2016,2660,F,60,22,14.8664851,0.066666667,7,11.603,-3.125406661,-4.603395316,24,22.0300597,2,1.649472471,0.350527529,13.25286779,0.193389922,0.06872802,-0.076723255,0.014605314,PHI,2660,F,2.165413534,0.793984962,0.252631579,0.418769154,-0.112796631,-0.166137575,0.866165414,0.072180451,0.059529834,0.012650618,0.478298988,1920,1798,Sapong 2016
Joao,Plata,Joao Plata,RSL,2018,1830,A,56,29,21.15316608,0.232142857,8,7.251,1.93645002,0.749045577,60,20.25505154,8,5.989801801,2.010198199,13.24075622,0.129481329,0.09983003,0.013375814,0.033503303,RSL,1830,A,2.937704918,1.521311475,0.419672131,0.380377937,0.101584263,0.039294194,3.147540984,0.419672131,0.314219111,0.10545302,0.694597048,1825,1833,Plata 2018
Maximiliano,Moralez,Maximiliano Moralez,NYC,2017,2650,M,44,17,20.30995259,0.272727273,5,4.554,0.784245384,0.445936374,77,18.76455501,8,8.644681425,-0.644681425,13.19874505,0.103501446,0.11226859,0.010134918,-0.008372486,NYC,2650,M,1.593962264,0.615849057,0.181132075,0.164977399,0.028410399,0.016154676,2.789433962,0.289811321,0.313165818,-0.023354497,0.478143217,1687,1723,Moralez 2017
Sebastien,Le Toux,Sebastien Le Toux,PHI,2015,2490,A,50,25,19.09049911,0.16,8,7.437,1.960296315,0.562762848,38,17.156048,5,5.754538074,-0.754538074,13.19177523,0.148744743,0.151435212,0.011255257,-0.019856265,PHI,2490,A,1.927710843,0.963855422,0.308433735,0.286736854,0.075577689,0.021696881,1.465060241,0.192771084,0.221861709,-0.029090625,0.508598563,1831,1826,Toux 2015
